country,word,pairs,pct_same_number,pct_true
US,fresh,3943,3.3223433933553133,0.0
US,choice,3932,3.814852492370295,0.0
US,cornerstone,3906,2.227342549923195,0.0
US,advanced,3896,2.0790554414784395,0.0
India,properties,3886,4.2460113226968605,0.0
India,finance,3880,6.752577319587629,0.0
US,superior,3859,3.3946618294895052,0.0
US,platinum,3835,3.33767926988266,0.0
India,sons,3833,4.774328202452387,0.0
US,heritage,3826,2.3784631468897017,0.0
US,quality,3822,2.511773940345369,0.0
US,keystone,3817,2.384071260151952,0.0
US,pioneer,3817,3.117631647891014,0.0
India,energy,3814,5.794441531200839,0.0
US,mountain,3795,2.318840579710145,0.0
US,supreme,3763,2.630879617326601,0.0
India,producer,3763,5.421206484188148,0.0
US,peak,3740,3.2620320855614975,0.0
India,projects,3735,5.595716198125836,0.0
India,construction,3731,5.280085767890646,0.0
US,clean,3729,2.9766693483507645,0.0
US,smart,3727,3.16608532331634,0.0
US,continental,3711,2.533009970358394,0.0
US,beacon,3687,2.4138866286954164,0.0
US,legacy,3676,3.4004352557127313,0.0
US,prairie,3666,3.900709219858156,0.0
India,infotech,3651,5.341002465078061,0.0
US,express,3642,2.9654036243822075,0.0
US,sterling,3631,3.745524648857064,0.0
US,value,3617,3.2347249101465305,0.0
India,healthcare,3610,4.930747922437673,0.0
US,certified,3573,3.8623005877413936,0.0
US,international,3565,0.3927068723702665,0.0
India,bangalore,3561,4.436955911260882,0.0
India,infrastructure,3560,6.769662921348314,0.0
US,rocky,3556,3.1214848143982,0.0
India,software,3490,6.389684813753583,0.0
US,industries,3488,0.5160550458715597,0.0
US,golden,3486,2.5817555938037864,0.0
India,pharmsi,3484,11.768082663605052,0.0
India,business,3479,4.82897384305835,0.0
US,select,3470,3.400576368876081,0.0
US,anchor,3454,3.792704111175449,0.0
US,elite,3426,2.6853473438412143,0.0
US,royal,3406,2.3781561949500882,0.0
US,unified,3405,3.2011747430249633,0.0
US,star,3402,3.2333921222810114,0.0
India,media,3390,6.106194690265487,0.0
US,total,3382,4.080425783560024,0.0
US,preferred,3369,3.383793410507569,0.0
US,technology,3332,1.2605042016806722,0.0
India,products,3321,5.299608551641072,0.0
US,grand,3305,3.6611195158850225,0.0
US,optimal,3297,3.548680618744313,0.0
US,clear,3228,3.5625774473358116,0.0
India,power,3191,4.732058915700407,0.0
US,precision,3177,3.5253383695310037,0.0
India,impex,3169,6.468917639633955,0.0
US,custom,3166,2.4952621604548324,0.0
India,it,3162,5.502846299810247,0.0
India,systems,3161,6.327111673521038,0.0
US,prime,3155,2.5039619651347067,0.0
India,logistics,3145,5.532591414944356,0.0
US,classic,3123,3.554274735830932,0.0
US,crystal,3101,3.611738148984198,0.0
India,estate,3053,6.321650835244022,0.0
India,builders,2964,6.612685560053981,0.0
US,alliance,2856,0.8053221288515405,0.0
India,food,2848,6.004213483146067,0.0
India,hardver,2832,10.310734463276836,0.0
India,hospitality,2778,6.3354931605471565,0.0
US,direct,2760,4.130434782608695,0.0
US,networks,2705,0.5175600739371534,0.0
US,union,2698,0.2223869532987398,0.0
India,investments,2662,6.7242674680691215,0.0
India,elektraniks,2629,6.884747052111069,0.0
India,institute,2559,4.142243063696757,0.0
India,investment,2544,6.5251572327044025,0.0
India,motars,2506,8.978451715881883,0.0
India,jyuvelrs,2354,10.025488530161427,0.0
US,digital,2255,0.17738359201773835,0.0
US,companies,2253,0.4882379050155349,0.0
US,systems,2202,0.31789282470481384,0.0
India,ejensis,2184,9.89010989010989,0.0
US,houston,2151,0.5578800557880056,0.0
US,community,2150,3.302325581395349,0.0
US,holding,2138,1.1225444340505144,0.0
US,works,2099,0.14292520247737017,0.0
US,smith,2095,1.5274463007159904,0.0
US,solutions,2087,0.3833253473885961,0.0
US,dynamics,2068,0.33849129593810445,0.0
US,technologies,2066,0.7260406582768635,0.0
US,laboratories,2045,0.8312958435207823,0.0
US,products,2030,0.4433497536945813,0.0
US,management,2028,0.9368836291913214,0.0
India,school,2027,5.772076961026147,0.0
India,pune,2008,4.581673306772909,0.0
US,consultants,2001,0.7996001999000499,0.0
US,investments,1984,1.0080645161290323,0.0
US,studios,1974,0.25329280648429586,0.0
US,interests,1956,0.3067484662576687,0.0
US,collective,1948,0.10266940451745381,0.0
US,labs,1937,0.2581311306143521,0.0
US,brands,1908,0.41928721174004197,0.0
US,advisors,1860,0.3225806451612903,0.0
US,innovations,1855,0.05390835579514825,0.0
US,concepts,1853,0.16189962223421478,0.0
US,assets,1806,1.273532668881506,0.0
US,resources,1793,0.4461795872838818,0.0
India,mumbai,1685,3.323442136498516,0.0
US,baptist,1676,2.3269689737470167,0.0
India,navi,1625,5.169230769230769,0.0
US,chicago,1607,0.8089607965152459,0.0
US,0f,1550,23.161290322580644,25.41935483870968
US,boston,1516,2.440633245382586,0.0
India,provisn,1479,8.451656524678837,0.0
US,phoenix,1454,1.3067400275103165,0.0
US,southern,1450,0.8275862068965517,0.0
India,memorial,1438,2.5730180806675937,0.0
US,johnson,1418,1.8335684062059237,0.0
India,public,1393,42.28284278535534,53.98420674802584
US,western,1377,1.0893246187363834,0.0
India,privte,1370,24.306569343065693,28.686131386861312
US,family,1364,1.8328445747800588,0.0
US,brown,1361,1.1021307861866276,0.0
US,eastern,1334,1.3493253373313343,0.0
US,upper,1334,1.0494752623688157,0.0
US,portland,1331,0.5259203606311045,0.0
US,northern,1294,1.9319938176197835,0.0
India,charitable,1286,1.8662519440124419,0.0
India,mottars,1277,8.692247454972591,0.0
US,charlotte,1246,1.2038523274478332,0.0
US,presbyterian,1243,3.5398230088495577,0.0
India,priate,1241,27.15551974214343,32.151490733279616
US,centre,1230,0.6504065040650406,0.0
US,williams,1220,0.9016393442622952,0.0
US,medical,1218,3.037766830870279,0.0
India,prvate,1207,26.180613090306544,31.48301574150787
US,sacramento,1204,0.5813953488372093,0.0
India,unvkm,1196,8.779264214046822,0.0
US,lower,1194,0.7537688442211055,0.0
US,jones,1191,2.3509655751469354,0.0
India,resturent,1154,4.852686308492201,0.0
US,environmental,1154,1.559792027729636,0.0
India,prbhisn,1147,5.405405405405405,0.0
US,learning,1125,3.288888888888889,0.0
India,chennai,1098,4.918032786885246,0.0
India,metikkls,1096,9.397810218978101,0.0
India,ejensij,1089,8.907254361799815,0.0
India,hartuver,1087,9.843606255749771,0.0
India,kolkata,1074,4.562383612662942,0.0
India,jenrl,1064,9.30451127819549,0.0
India,jvuli,1056,8.806818181818182,0.0
US,lutheran,1055,5.308056872037914,0.0
US,atlanta,1041,0.9606147934678195,0.0
US,cincinnati,1033,0.7744433688286544,0.0
India,attomopails,1033,10.745401742497581,0.0
India,tredars,1024,6.25,0.0
India,ilektrniks,1017,6.981317600786626,0.0
US,equity,1017,2.2615535889872174,0.0
US,network,1007,2.3833167825223436,0.0
India,advisors,1004,6.274900398406374,0.0
US,nashville,1004,1.9920318725099602,0.0
India,vidyalaya,1001,2.897102897102897,0.0
India,mruntkm,995,8.84422110552764,0.0
India,jenarel,993,9.264853977844915,0.0
India,nkaikktai,991,7.568113017154389,0.0
India,purovisn,987,12.664640324214794,0.0
India,kprniccr,985,8.730964467005077,0.0
India,elktraniks,984,15.24390243902439,0.0
US,springfield,962,3.7422037422037424,0.0
India,sangh,957,2.7168234064785786,0.0
US,catholic,954,3.878406708595388,0.0
India,juyelars,952,7.03781512605042,0.0
US,methodist,949,4.847207586933614,0.0
India,privae,944,30.826271186440678,37.71186440677966
India,academy,941,5.63230605738576,0.0
US,institute,934,3.2119914346895073,0.0
US,c0,925,23.135135135135133,25.83783783783784
India,hospital,923,5.200433369447454,0.0
India,trust,920,3.369565217391304,0.0
India,pharnicar,908,6.497797356828194,0.0
India,restaremt,904,14.823008849557523,0.0
US,womens,894,0.6711409395973155,0.0
India,pirvate,894,25.16778523489933,30.760626398210288
India,vrttkrkl,893,9.070548712206048,0.0
India,medikyals,871,7.347876004592423,0.0
India,provijhn,862,6.844547563805105,0.0
India,centre,862,2.5522041763341066,0.0
US,martinez,861,1.5098722415795587,0.0
US,city,859,1.3969732246798603,0.0
India,hyderabad,854,4.918032786885246,0.0
US,columbus,849,1.5312131919905771,0.0
India,pekkri,847,10.50767414403778,0.0
India,inippkm,831,9.265944645006016,0.0
India,ejencis,830,11.566265060240964,0.0
US,software,827,1.8137847642079807,0.0
US,braemar,819,0.3663003663003663,0.0
India,health,817,1.9583843329253363,0.0
India,karments,815,9.938650306748466,0.0
US,analytics,814,1.71990171990172,0.0
US,behavioral,804,1.3681592039800996,0.0
US,fund,797,4.1405269761606025,0.0
US,property,795,1.6352201257861636,0.0
US,garcia,790,0.7594936708860759,0.0
US,project,784,5.357142857142857,0.0
US,indianapolis,778,1.0282776349614395,0.0
India,ahmadabad,778,5.141388174807198,0.0
India,restornt,775,8.645161290322582,0.0
India,privtae,764,30.759162303664922,37.303664921465966
India,ejnsijh,762,7.480314960629922,0.0
US,washington,759,3.0303030303030303,0.0
US,davis,751,1.3315579227696404,0.0
India,priavte,737,33.78561736770692,38.94165535956581
India,college,736,3.804347826086957,0.0
India,hardoyyar,735,6.258503401360545,0.0
India,c0,734,39.782016348773844,49.4550408719346
US,wealth,724,1.1049723756906076,0.0
US,lncorporated,722,40.16620498614959,43.76731301939058
US,brooklyn,719,3.477051460361613,0.0
India,pivate,716,31.98324022346369,40.642458100558656
US,seattle,708,0.5649717514124294,0.0
US,greensboro,707,0.7072135785007072,0.0
US,anderson,706,0.56657223796034,0.0
US,rodriguez,703,2.1337126600284493,0.0
US,league,702,3.418803418803419,0.0
US,charities,700,2.571428571428571,0.0
US,king,697,0.7173601147776184,0.0
India,prviate,694,33.14121037463977,40.20172910662824
India,polytechnic,694,5.3314121037463975,0.0
India,suits,683,8.49194729136164,0.0
US,miller,683,0.43923865300146414,0.0
US,jackson,682,1.6129032258064515,0.0
US,urban,681,1.762114537444934,0.0
US,cargo,680,0.8823529411764706,0.0
US,youth,677,1.03397341211226,0.0
US,austin,675,1.1851851851851851,0.0
India,bekari,670,8.656716417910449,0.0
US,coalition,662,2.719033232628399,0.0
US,martin,661,1.361573373676248,0.0
India,privaet,655,33.587786259541986,40.916030534351144
US,initiative,647,5.255023183925812,0.0
US,raleigh,635,3.3070866141732282,0.0
US,education,632,2.0569620253164556,0.0
US,antimony,632,0.15822784810126583,0.0
US,media,628,3.343949044585987,0.0
India,ottomobails,625,11.200000000000001,0.0
US,hernandez,625,0.96,0.0
India,lndia,623,10.914927768860354,8.828250401284109
US,healthcare,610,0.819672131147541,0.0
US,gonzalez,605,1.8181818181818181,0.0
India,srrors,603,12.769485903814262,0.0
US,dallas,601,1.3311148086522462,0.0
US,motors,601,1.3311148086522462,0.0
US,ministries,596,3.523489932885906,0.0
US,aerospace,595,2.3529411764705883,0.0
US,taylor,593,0.8431703204047217,0.0
US,wilson,592,1.0135135135135136,0.0
India,nidhi,591,3.8917089678511,0.0
US,data,590,2.0338983050847457,0.0
India,medical,589,3.904923599320883,0.0
US,thomas,586,0.3412969283276451,0.0
India,solution,584,3.767123287671233,0.0
US,fellowship,579,2.936096718480138,0.0
India,ilktroniks,572,13.286713286713287,0.0
India,research,570,3.1578947368421053,0.0
India,companies,570,1.7543859649122806,0.0
India,education,566,3.356890459363958,0.0
US,security,556,1.7985611510791366,0.0
US,franklin,555,0.5405405405405406,0.0
US,financial,555,2.5225225225225225,0.0
India,prlvate,554,33.754512635379065,44.04332129963899
US,ce,554,3.068592057761733,1.8050541516245486
US,committee,549,3.825136612021858,0.0
US,louisville,548,1.4598540145985401,0.0
US,cleveland,547,0.5484460694698354,0.0
US,canary,546,3.1135531135531136,0.0
India,security,543,4.6040515653775325,0.0
India,engineers,538,3.3457249070631967,0.0
US,housing,537,1.303538175046555,0.0
US,aurora,536,0.9328358208955223,0.0
US,freight,533,3.75234521575985,0.0
US,foods,532,1.1278195488721803,0.0
US,consulting,531,1.8832391713747645,0.0
US,moore,527,0.9487666034155597,0.0
India,travels,526,3.802281368821293,0.0
US,hospitality,524,0.7633587786259541,0.0
US,lee,523,0.5736137667304015,0.0
India,entertainment,522,4.21455938697318,0.0
India,pharma,521,2.6871401151631478,0.0
US,program,520,5.769230769230769,0.0
India,mottols,520,12.692307692307692,0.0
US,anchorage,517,0.0,0.0
India,realty,516,3.6821705426356592,0.0
US,hudson,516,0.9689922480620154,0.0
US,baltimore,515,1.3592233009708738,0.0
India,farmer,514,5.252918287937743,0.0
US,park,514,2.7237354085603114,0.0
India,medikkls,512,12.5,0.0
US,logistics,508,1.574803149606299,0.0
India,chemicals,508,6.889763779527559,0.0
US,eye,507,2.9585798816568047,0.0
US,parts,505,1.3861386138613863,0.0
US,sweet,505,0.39603960396039606,0.0
US,temple,503,2.3856858846918487,0.0
US,lopez,502,0.398406374501992,0.0
US,tax,502,1.1952191235059761,0.0
US,lebanon,499,1.6032064128256511,0.0
US,sierra,499,1.6032064128256511,0.0
US,memphis,499,0.4008016032064128,0.0
US,sanchez,496,2.620967741935484,0.0
US,rogers,495,2.8282828282828283,0.0
US,averin,495,1.4141414141414141,0.0
US,restaurant,493,0.6085192697768762,0.0
US,charlton,493,5.476673427991886,0.0
US,insurance,492,2.4390243902439024,0.0
US,edison,492,1.8292682926829267,0.0
US,white,491,2.4439918533604885,0.0
India,society,484,2.6859504132231407,0.0
India,solar,483,4.554865424430641,0.0
US,bloomington,478,0.6276150627615062,0.0
US,cardiology,474,3.5864978902953584,0.0
US,surgical,474,2.109704641350211,0.0
India,srril,474,17.088607594936708,0.0
US,castillo,473,0.8456659619450317,0.0
US,tulsa,471,0.6369426751592357,0.0
India,jvllels,471,17.62208067940552,0.0
US,no,470,0.0,0.0
US,engineering,470,1.9148936170212765,0.0
US,hill,470,1.9148936170212765,0.0
US,cancer,469,0.42643923240938164,0.0
US,school,469,0.8528784648187633,0.0
India,estates,468,3.205128205128205,0.0
India,ejnsis,468,18.162393162393162,0.0
US,optics,468,1.0683760683760684,0.0
US,guild,468,2.9914529914529915,0.0
India,mills,467,1.9271948608137044,0.0
India,garmenrs,467,13.49036402569593,0.0
US,noble,465,0.43010752688172044,0.0
India,sales,465,2.5806451612903225,0.0
US,exchange,465,1.2903225806451613,0.0
US,hunger,464,0.43103448275862066,0.0
India,pharmaceuticals,464,3.2327586206896552,0.0
India,pvtltd,463,41.252699784017274,52.48380129589633
India,bekkri,460,17.391304347826086,0.0
US,electronics,459,3.9215686274509802,0.0
India,coimbatore,459,3.485838779956427,0.0
US,mortgage,458,3.9301310043668125,0.0
US,futurecrest,457,0.6564551422319475,0.0
US,sachem,456,1.5350877192982455,0.0
US,natural,456,1.0964912280701753,0.0
US,tucson,455,0.21978021978021978,0.0
US,purpose,454,0.4405286343612335,0.0
US,crane,454,0.22026431718061676,0.0
India,farms,454,3.7444933920704844,0.0
US,robinson,453,1.1037527593818985,0.0
US,murray,453,0.8830022075055187,0.0
US,dominion,452,0.8849557522123894,0.0
US,toledo,450,1.5555555555555556,0.0
US,mobile,450,3.5555555555555554,0.0
US,ave,450,0.4444444444444444,0.0
US,fitness,449,2.0044543429844097,0.0
India,development,449,7.126948775055679,0.0
India,tredels,447,15.883668903803134,0.0
US,public,446,34.08071748878923,33.408071748878925
US,interactive,446,3.1390134529147984,0.0
US,information,445,3.8202247191011236,0.0
India,resrrornr,444,19.144144144144143,0.0
US,wellness,440,1.5909090909090908,0.0
US,asheville,440,2.727272727272727,0.0
US,purecycle,440,1.8181818181818181,0.0
US,research,439,1.8223234624145785,0.0
US,alternative,439,0.683371298405467,0.0
